Mod:Item:MetaData, Localized Name
quark:colored_flowerpot_yellow, tile.colored_flowerpot_yellow.name
quark:colored_flowerpot_lime, tile.colored_flowerpot_lime.name
quark:colored_flowerpot_pink, tile.colored_flowerpot_pink.name
quark:colored_flowerpot_gray, tile.colored_flowerpot_gray.name
quark:colored_flowerpot_silver, tile.colored_flowerpot_silver.name
quark:colored_flowerpot_cyan, tile.colored_flowerpot_cyan.name
quark:colored_flowerpot_purple, tile.colored_flowerpot_purple.name
quark:colored_flowerpot_blue, tile.colored_flowerpot_blue.name
quark:colored_flowerpot_brown, tile.colored_flowerpot_brown.name
quark:colored_flowerpot_green, tile.colored_flowerpot_green.name
quark:colored_flowerpot_red, tile.colored_flowerpot_red.name
quark:colored_flowerpot_black, tile.colored_flowerpot_black.name
quark:custom_bookshelf:0, Spruce Bookshelf
quark:custom_bookshelf:1, Birch Bookshelf
quark:custom_bookshelf:2, Jungle Bookshelf
quark:custom_bookshelf:3, Acacia Bookshelf
quark:custom_bookshelf:4, Dark Oak Bookshelf
quark:colored_item_frame:0, White Item Frame
quark:colored_item_frame:1, Orange Item Frame
quark:colored_item_frame:2, Magenta Item Frame
quark:colored_item_frame:3, Light Blue Item Frame
quark:colored_item_frame:4, Yellow Item Frame
quark:colored_item_frame:5, Lime Item Frame
quark:colored_item_frame:6, Pink Item Frame
quark:colored_item_frame:7, Gray Item Frame
quark:colored_item_frame:8, Light Gray Item Frame
quark:colored_item_frame:9, Cyan Item Frame
quark:colored_item_frame:10, Purple Item Frame
quark:colored_item_frame:11, Blue Item Frame
quark:colored_item_frame:12, Brown Item Frame
quark:colored_item_frame:13, Green Item Frame
quark:colored_item_frame:14, Red Item Frame
quark:colored_item_frame:15, Black Item Frame
quark:lit_lamp, tile.lit_lamp.name
quark:custom_chest:0, Spruce Chest
quark:custom_chest:1, Birch Chest
quark:custom_chest:2, Jungle Chest
quark:custom_chest:3, Acacia Chest
quark:custom_chest:4, Dark Oak Chest
quark:custom_chest_trap:0, Spruce Trapped Chest
quark:custom_chest_trap:1, Birch Trapped Chest
quark:custom_chest_trap:2, Jungle Trapped Chest
quark:custom_chest_trap:3, Acacia Trapped Chest
quark:custom_chest_trap:4, Dark Oak Trapped Chest
quark:candle:0, White Candle
quark:candle:1, Orange Candle
quark:candle:2, Magenta Candle
quark:candle:3, Light Blue Candle
quark:candle:4, Yellow Candle
quark:candle:5, Lime Candle
quark:candle:6, Pink Candle
quark:candle:7, Gray Candle
quark:candle:8, Light Gray Candle
quark:candle:9, Cyan Candle
quark:candle:10, Purple Candle
quark:candle:11, Blue Candle
quark:candle:12, Brown Candle
quark:candle:13, Green Candle
quark:candle:14, Red Candle
quark:candle:15, Black Candle
quark:tallow, item.tallow.name
quark:rope, tile.rope.name
quark:blaze_lantern, tile.blaze_lantern.name
quark:nether_brick_fence_gate, tile.nether_brick_fence_gate.name
quark:leaf_carpet:0, Oak Leaf Carpet
quark:leaf_carpet:1, Spruce Leaf Carpet
quark:leaf_carpet:2, Birch Leaf Carpet
quark:leaf_carpet:3, Jungle Leaf Carpet
quark:leaf_carpet:4, Acacia Leaf Carpet
quark:leaf_carpet:5, Dark Oak Leaf Carpet
quark:leaf_carpet:6, Swamp Oak Leaf Carpet
quark:leaf_carpet:7, Blossoming Leaf Carpet
quark:spruce_pressure_plate, tile.spruce_pressure_plate.name
quark:birch_pressure_plate, tile.birch_pressure_plate.name
quark:jungle_pressure_plate, tile.jungle_pressure_plate.name
quark:acacia_pressure_plate, tile.acacia_pressure_plate.name
quark:dark_oak_pressure_plate, tile.dark_oak_pressure_plate.name
quark:spruce_button, tile.spruce_button.name
quark:birch_button, tile.birch_button.name
quark:jungle_button, tile.jungle_button.name
quark:acacia_button, tile.acacia_button.name
quark:dark_oak_button, tile.dark_oak_button.name
quark:grate, tile.grate.name
quark:glass_item_frame, item.glass_item_frame.name
quark:sandstone_new:0, Polished Sandstone
quark:sandstone_new:1, Sandstone Bricks
quark:sandstone_new:2, Polished Red Sandstone
quark:sandstone_new:3, Red Sandstone Bricks
quark:sandstone_new:4, Polished Soul Sandstone
quark:sandstone_new:5, Soul Sandstone Bricks
quark:sandstone_bricks_stairs, tile.sandstone_bricks_stairs.name
quark:red_sandstone_bricks_stairs, tile.red_sandstone_bricks_stairs.name
quark:soul_sandstone_bricks_stairs, tile.soul_sandstone_bricks_stairs.name
quark:sandstone_smooth_slab:0, Polished Sandstone Slab
quark:sandstone_bricks_slab:0, Sandstone Brick Slab
quark:red_sandstone_smooth_slab:0, Polished Red Sandstone Slab
quark:red_sandstone_bricks_slab:0, Red Sandstone Brick Slab
quark:soul_sandstone_smooth_slab:0, Polished Soul Sandstone Slab
quark:soul_sandstone_bricks_slab:0, Soul Sandstone Brick Slab
quark:polished_stone, tile.polished_stone.name
quark:stone_wall, tile.stone_wall.name
quark:stone_granite_wall, tile.stone_granite_wall.name
quark:stone_diorite_wall, tile.stone_diorite_wall.name
quark:stone_andesite_wall, tile.stone_andesite_wall.name
quark:sandstone_wall, tile.sandstone_wall.name
quark:red_sandstone_wall, tile.red_sandstone_wall.name
quark:stonebrick_wall, tile.stonebrick_wall.name
quark:brick_wall, tile.brick_wall.name
quark:quartz_wall, tile.quartz_wall.name
quark:prismarine_rough_wall, tile.prismarine_rough_wall.name
quark:prismarine_bricks_wall, tile.prismarine_bricks_wall.name
quark:dark_prismarine_wall, tile.dark_prismarine_wall.name
quark:purpur_block_wall, tile.purpur_block_wall.name
quark:end_bricks_wall, tile.end_bricks_wall.name
quark:stonebrick_mossy_wall, tile.stonebrick_mossy_wall.name
quark:stained_planks:0, White Stained Planks
quark:stained_planks:1, Orange Stained Planks
quark:stained_planks:2, Magenta Stained Planks
quark:stained_planks:3, Light Blue Stained Planks
quark:stained_planks:4, Yellow Stained Planks
quark:stained_planks:5, Lime Stained Planks
quark:stained_planks:6, Pink Stained Planks
quark:stained_planks:7, Gray Stained Planks
quark:stained_planks:8, Light Gray Stained Planks
quark:stained_planks:9, Cyan Stained Planks
quark:stained_planks:10, Purple Stained Planks
quark:stained_planks:11, Blue Stained Planks
quark:stained_planks:12, Brown Stained Planks
quark:stained_planks:13, Green Stained Planks
quark:stained_planks:14, Red Stained Planks
quark:stained_planks:15, Black Stained Planks
quark:stained_planks_white_stairs, tile.stained_planks_white_stairs.name
quark:stained_planks_orange_stairs, tile.stained_planks_orange_stairs.name
quark:stained_planks_magenta_stairs, tile.stained_planks_magenta_stairs.name
quark:stained_planks_light_blue_stairs, tile.stained_planks_light_blue_stairs.name
quark:stained_planks_yellow_stairs, tile.stained_planks_yellow_stairs.name
quark:stained_planks_lime_stairs, tile.stained_planks_lime_stairs.name
quark:stained_planks_pink_stairs, tile.stained_planks_pink_stairs.name
quark:stained_planks_gray_stairs, tile.stained_planks_gray_stairs.name
quark:stained_planks_silver_stairs, tile.stained_planks_silver_stairs.name
quark:stained_planks_cyan_stairs, tile.stained_planks_cyan_stairs.name
quark:stained_planks_purple_stairs, tile.stained_planks_purple_stairs.name
quark:stained_planks_blue_stairs, tile.stained_planks_blue_stairs.name
quark:stained_planks_brown_stairs, tile.stained_planks_brown_stairs.name
quark:stained_planks_green_stairs, tile.stained_planks_green_stairs.name
quark:stained_planks_red_stairs, tile.stained_planks_red_stairs.name
quark:stained_planks_black_stairs, tile.stained_planks_black_stairs.name
quark:stained_planks_white_slab:0, White Stained Wood Slab
quark:stained_planks_orange_slab:0, Orange Stained Wood Slab
quark:stained_planks_magenta_slab:0, Magenta Stained Wood Slab
quark:stained_planks_light_blue_slab:0, Light Blue Stained Wood Slab
quark:stained_planks_yellow_slab:0, Yellow Stained Wood Slab
quark:stained_planks_lime_slab:0, Lime Stained Wood Slab
quark:stained_planks_pink_slab:0, Pink Stained Wood Slab
quark:stained_planks_gray_slab:0, Gray Stained Wood Slab
quark:stained_planks_silver_slab:0, Light Gray Stained Wood Slab
quark:stained_planks_cyan_slab:0, Cyan Stained Wood Slab
quark:stained_planks_purple_slab:0, Purple Stained Wood Slab
quark:stained_planks_blue_slab:0, Blue Stained Wood Slab
quark:stained_planks_brown_slab:0, Brown Stained Wood Slab
quark:stained_planks_green_slab:0, Green Stained Wood Slab
quark:stained_planks_red_slab:0, Red Stained Wood Slab
quark:stained_planks_black_slab:0, Black Stained Wood Slab
quark:hardened_clay_tiles, tile.hardened_clay_tiles.name
quark:hardened_clay_tiles_stairs, tile.hardened_clay_tiles_stairs.name
quark:hardened_clay_tiles_slab:0, Terracotta Shingle Slab
quark:stained_clay_tiles:0, White Terracotta Shingles
quark:stained_clay_tiles:1, Orange Terracotta Shingles
quark:stained_clay_tiles:2, Magenta Terracotta Shingles
quark:stained_clay_tiles:3, Light Blue Terracotta Shingles
quark:stained_clay_tiles:4, Yellow Terracotta Shingles
quark:stained_clay_tiles:5, Lime Terracotta Shingles
quark:stained_clay_tiles:6, Pink Terracotta Shingles
quark:stained_clay_tiles:7, Gray Terracotta Shingles
quark:stained_clay_tiles:8, Light Gray Terracotta Shingles
quark:stained_clay_tiles:9, Cyan Terracotta Shingles
quark:stained_clay_tiles:10, Purple Terracotta Shingles
quark:stained_clay_tiles:11, Blue Terracotta Shingles
quark:stained_clay_tiles:12, Brown Terracotta Shingles
quark:stained_clay_tiles:13, Green Terracotta Shingles
quark:stained_clay_tiles:14, Red Terracotta Shingles
quark:stained_clay_tiles:15, Black Terracotta Shingles
quark:stained_clay_tiles_white_stairs, tile.stained_clay_tiles_white_stairs.name
quark:stained_clay_tiles_orange_stairs, tile.stained_clay_tiles_orange_stairs.name
quark:stained_clay_tiles_magenta_stairs, tile.stained_clay_tiles_magenta_stairs.name
quark:stained_clay_tiles_light_blue_stairs, tile.stained_clay_tiles_light_blue_stairs.name
quark:stained_clay_tiles_yellow_stairs, tile.stained_clay_tiles_yellow_stairs.name
quark:stained_clay_tiles_lime_stairs, tile.stained_clay_tiles_lime_stairs.name
quark:stained_clay_tiles_pink_stairs, tile.stained_clay_tiles_pink_stairs.name
quark:stained_clay_tiles_gray_stairs, tile.stained_clay_tiles_gray_stairs.name
quark:stained_clay_tiles_silver_stairs, tile.stained_clay_tiles_silver_stairs.name
quark:stained_clay_tiles_cyan_stairs, tile.stained_clay_tiles_cyan_stairs.name
quark:stained_clay_tiles_purple_stairs, tile.stained_clay_tiles_purple_stairs.name
quark:stained_clay_tiles_blue_stairs, tile.stained_clay_tiles_blue_stairs.name
quark:stained_clay_tiles_brown_stairs, tile.stained_clay_tiles_brown_stairs.name
quark:stained_clay_tiles_green_stairs, tile.stained_clay_tiles_green_stairs.name
quark:stained_clay_tiles_red_stairs, tile.stained_clay_tiles_red_stairs.name
quark:stained_clay_tiles_black_stairs, tile.stained_clay_tiles_black_stairs.name
quark:stained_clay_tiles_white_slab:0, White Terracotta Shingle Slab
quark:stained_clay_tiles_orange_slab:0, Orange Terracotta Shingle Slab
quark:stained_clay_tiles_magenta_slab:0, Magenta Terracotta Shingle Slab
quark:stained_clay_tiles_light_blue_slab:0, Light Blue Terracotta Shingle Slab
quark:stained_clay_tiles_yellow_slab:0, Yellow Terracotta Shingle Slab
quark:stained_clay_tiles_lime_slab:0, Lime Terracotta Shingle Slab
quark:stained_clay_tiles_pink_slab:0, Pink Terracotta Shingle Slab
quark:stained_clay_tiles_gray_slab:0, Gray Terracotta Shingle Slab
quark:stained_clay_tiles_silver_slab:0, Light Gray Terracotta Shingle Slab
quark:stained_clay_tiles_cyan_slab:0, Cyan Terracotta Shingle Slab
quark:stained_clay_tiles_purple_slab:0, Purple Terracotta Shingle Slab
quark:stained_clay_tiles_blue_slab:0, Blue Terracotta Shingle Slab
quark:stained_clay_tiles_brown_slab:0, Brown Terracotta Shingle Slab
quark:stained_clay_tiles_green_slab:0, Green Terracotta Shingle Slab
quark:stained_clay_tiles_red_slab:0, Red Terracotta Shingle Slab
quark:stained_clay_tiles_black_slab:0, Black Terracotta Shingle Slab
quark:bark:0, Oak Bark
quark:bark:1, Spruce Bark
quark:bark:2, Birch Bark
quark:bark:3, Jungle Bark
quark:bark:4, Acacia Bark
quark:bark:5, Dark Oak Bark
quark:bark_oak_wall, tile.bark_oak_wall.name
quark:bark_oak_stairs, tile.bark_oak_stairs.name
quark:bark_oak_slab:0, Oak Bark Slab
quark:bark_spruce_wall, tile.bark_spruce_wall.name
quark:bark_spruce_stairs, tile.bark_spruce_stairs.name
quark:bark_spruce_slab:0, Spruce Bark Slab
quark:bark_birch_wall, tile.bark_birch_wall.name
quark:bark_birch_stairs, tile.bark_birch_stairs.name
quark:bark_birch_slab:0, Birch Bark Slab
quark:bark_jungle_wall, tile.bark_jungle_wall.name
quark:bark_jungle_stairs, tile.bark_jungle_stairs.name
quark:bark_jungle_slab:0, Jungle Bark Slab
quark:bark_acacia_wall, tile.bark_acacia_wall.name
quark:bark_acacia_stairs, tile.bark_acacia_stairs.name
quark:bark_acacia_slab:0, Acacia Bark Slab
quark:bark_dark_oak_wall, tile.bark_dark_oak_wall.name
quark:bark_dark_oak_stairs, tile.bark_dark_oak_stairs.name
quark:bark_dark_oak_slab:0, Dark Oak Bark Slab
quark:sturdy_stone, tile.sturdy_stone.name
quark:iron_plate:0, Iron Plate
quark:iron_plate:1, Rusty Iron Plate
quark:iron_plate_stairs, tile.iron_plate_stairs.name
quark:iron_plate_slab:0, Iron Plate Slab
quark:sandy_bricks, tile.sandy_bricks.name
quark:sandy_bricks_stairs, tile.sandy_bricks_stairs.name
quark:sandy_bricks_slab:0, Sandy Brick Slab
quark:sandy_bricks_wall, tile.sandy_bricks_wall.name
quark:stone_stairs, tile.stone_stairs.name
quark:stone_granite_stairs, tile.stone_granite_stairs.name
quark:stone_granite_slab:0, Granite Slab
quark:stone_diorite_stairs, tile.stone_diorite_stairs.name
quark:stone_diorite_slab:0, Diorite Slab
quark:stone_andesite_stairs, tile.stone_andesite_stairs.name
quark:stone_andesite_slab:0, Andesite Slab
quark:end_bricks_stairs, tile.end_bricks_stairs.name
quark:end_bricks_slab:0, End Brick Slab
quark:prismarine_stairs, tile.prismarine_stairs.name
quark:prismarine_slab:0, Prismarine Slab
quark:prismarine_bricks_stairs, tile.prismarine_bricks_stairs.name
quark:prismarine_bricks_slab:0, Prismarine Brick Slab
quark:prismarine_dark_stairs, tile.prismarine_dark_stairs.name
quark:prismarine_dark_slab:0, Dark Prismarine Slab
quark:red_nether_brick_stairs, tile.red_nether_brick_stairs.name
quark:red_nether_brick_slab:0, Red Nether Brick Slab
quark:cobblestone_mossy_stairs, tile.cobblestone_mossy_stairs.name
quark:cobblestone_mossy_slab:0, Moss Stone Slab
quark:stonebrick_mossy_stairs, tile.stonebrick_mossy_stairs.name
quark:stonebrick_mossy_slab:0, Mossy Stone Brick Slab
quark:thatch, tile.thatch.name
quark:thatch_stairs, tile.thatch_stairs.name
quark:thatch_slab:0, Thatch Slab
quark:charred_nether_bricks, tile.charred_nether_bricks.name
quark:charred_nether_brick_stairs, tile.charred_nether_brick_stairs.name
quark:charred_nether_brick_slab:0, Charred Nether Brick Slab
quark:world_stone_bricks:0, Granite Bricks
quark:world_stone_bricks:1, Diorite Bricks
quark:world_stone_bricks:2, Andesite Bricks
quark:world_stone_bricks:3, Basalt Bricks
quark:world_stone_bricks:4, Marble Bricks
quark:world_stone_bricks:5, Limestone Bricks
quark:world_stone_bricks:6, Jasper Bricks
quark:world_stone_bricks:7, Slate Bricks
quark:world_stone_carved:0, Chiseled Granite Bricks
quark:world_stone_carved:1, Chiseled Diorite Bricks
quark:world_stone_carved:2, Chiseled Andesite Bricks
quark:world_stone_carved:3, Chiseled Basalt Bricks
quark:world_stone_carved:4, Chiseled Marble Bricks
quark:world_stone_carved:5, Chiseled Limestone Bricks
quark:world_stone_carved:6, Chiseled Jasper Bricks
quark:world_stone_carved:7, Chiseled Slate Bricks
quark:stone_granite_bricks_stairs, tile.stone_granite_bricks_stairs.name
quark:stone_granite_bricks_slab:0, Granite Brick Slab
quark:stone_diorite_bricks_stairs, tile.stone_diorite_bricks_stairs.name
quark:stone_diorite_bricks_slab:0, Diorite Brick Slab
quark:stone_andesite_bricks_stairs, tile.stone_andesite_bricks_stairs.name
quark:stone_andesite_bricks_slab:0, Andesite Brick Slab
quark:stone_basalt_bricks_stairs, tile.stone_basalt_bricks_stairs.name
quark:stone_basalt_bricks_slab:0, Basalt Brick Slab
quark:stone_marble_bricks_stairs, tile.stone_marble_bricks_stairs.name
quark:stone_marble_bricks_slab:0, Marble Brick Slab
quark:stone_limestone_bricks_stairs, tile.stone_limestone_bricks_stairs.name
quark:stone_limestone_bricks_slab:0, Limestone Brick Slab
quark:stone_jasper_bricks_stairs, tile.stone_jasper_bricks_stairs.name
quark:stone_jasper_bricks_slab:0, Jasper Brick Slab
quark:stone_slate_bricks_stairs, tile.stone_slate_bricks_stairs.name
quark:stone_slate_bricks_slab:0, Slate Brick Slab
quark:stone_granite_bricks_wall, tile.stone_granite_bricks_wall.name
quark:stone_diorite_bricks_wall, tile.stone_diorite_bricks_wall.name
quark:stone_andesite_bricks_wall, tile.stone_andesite_bricks_wall.name
quark:stone_basalt_bricks_wall, tile.stone_basalt_bricks_wall.name
quark:stone_marble_bricks_wall, tile.stone_marble_bricks_wall.name
quark:stone_limestone_bricks_wall, tile.stone_limestone_bricks_wall.name
quark:stone_jasper_bricks_wall, tile.stone_jasper_bricks_wall.name
quark:stone_slate_bricks_wall, tile.stone_slate_bricks_wall.name
quark:midori_block, tile.midori_block.name
quark:midori_pillar, tile.midori_pillar.name
quark:midori_block_stairs, tile.midori_block_stairs.name
quark:midori_block_slab:0, Midori Slab
quark:midori_block_wall, tile.midori_block_wall.name
quark:magma_bricks, tile.magma_bricks.name
quark:magma_bricks_stairs, tile.magma_bricks_stairs.name
quark:magma_bricks_slab:0, Magma Brick Slab
quark:vertical_planks:0, Vertical Oak Wood Planks
quark:vertical_planks:1, Vertical Spruce Wood Planks
quark:vertical_planks:2, Vertical Birch Wood Planks
quark:vertical_planks:3, Vertical Jungle Wood Planks
quark:vertical_planks:4, Vertical Acacia Wood Planks
quark:vertical_planks:5, Vertical Dark Oak Wood Planks
quark:vertical_stained_planks:0, Vertical White Stained Planks
quark:vertical_stained_planks:1, Vertical Orange Stained Planks
quark:vertical_stained_planks:2, Vertical Magenta Stained Planks
quark:vertical_stained_planks:3, Vertical Light Blue Stained Planks
quark:vertical_stained_planks:4, Vertical Yellow Stained Planks
quark:vertical_stained_planks:5, Vertical Lime Stained Planks
quark:vertical_stained_planks:6, Vertical Pink Stained Planks
quark:vertical_stained_planks:7, Vertical Gray Stained Planks
quark:vertical_stained_planks:8, Vertical Light Gray Stained Planks
quark:vertical_stained_planks:9, Vertical Cyan Stained Planks
quark:vertical_stained_planks:10, Vertical Purple Stained Planks
quark:vertical_stained_planks:11, Vertical Blue Stained Planks
quark:vertical_stained_planks:12, Vertical Brown Stained Planks
quark:vertical_stained_planks:13, Vertical Green Stained Planks
quark:vertical_stained_planks:14, Vertical Red Stained Planks
quark:vertical_stained_planks:15, Vertical Black Stained Planks
quark:duskbound_block, tile.duskbound_block.name
quark:duskbound_lantern, tile.duskbound_lantern.name
quark:duskbound_block_stairs, tile.duskbound_block_stairs.name
quark:duskbound_block_slab:0, Duskbound Slab
quark:duskbound_block_wall, tile.duskbound_block_wall.name
quark:world_stone_pavement:0, Granite Pavement
quark:world_stone_pavement:1, Diorite Pavement
quark:world_stone_pavement:2, Andesite Pavement
quark:world_stone_pavement:3, Basalt Pavement
quark:world_stone_pavement:4, Marble Pavement
quark:world_stone_pavement:5, Limestone Pavement
quark:world_stone_pavement:6, Jasper Pavement
quark:world_stone_pavement:7, Slate Pavement
quark:reed_block, tile.reed_block.name
quark:reed_block_stairs, tile.reed_block_stairs.name
quark:reed_block_slab:0, Sugar Cane Slab
quark:reed_block_wall, tile.reed_block_wall.name
quark:snow_bricks, tile.snow_bricks.name
quark:snow_bricks_stairs, tile.snow_bricks_stairs.name
quark:snow_bricks_slab:0, Snow Brick Slab
quark:snow_bricks_wall, tile.snow_bricks_wall.name
quark:carved_wood:0, Carved Oak Wood
quark:carved_wood:1, Carved Spruce Wood
quark:carved_wood:2, Carved Birch Wood
quark:carved_wood:3, Carved Jungle Wood
quark:carved_wood:4, Carved Acacia Wood
quark:carved_wood:5, Carved Dark Oak Wood
quark:soul_sandstone:0, Soul Sandstone
quark:soul_sandstone:1, Chiseled Soul Sandstone
quark:soul_sandstone:2, Smooth Soul Sandstone
quark:soul_sandstone_slab:0, Soul Sandstone Slab
quark:soul_sandstone_stairs, tile.soul_sandstone_stairs.name
quark:soul_sandstone_wall, tile.soul_sandstone_wall.name
quark:turf, tile.turf.name
quark:turf_stairs, tile.turf_stairs.name
quark:turf_slab:0, Turf Slab
quark:framed_glass, tile.framed_glass.name
quark:framed_glass_pane, tile.framed_glass_pane.name
quark:polished_netherrack:0, Netherwrought Stone
quark:polished_netherrack:1, Netherwrought Bricks
quark:polished_netherrack_bricks_stairs, tile.polished_netherrack_bricks_stairs.name
quark:polished_netherrack_bricks_slab:0, Netherwrought Brick Slab
quark:polished_netherrack_bricks_wall, tile.polished_netherrack_bricks_wall.name
quark:trowel, item.trowel.name
quark:quilted_wool:0, White Quilted Wool
quark:quilted_wool:1, Orange Quilted Wool
quark:quilted_wool:2, Magenta Quilted Wool
quark:quilted_wool:3, Light Blue Quilted Wool
quark:quilted_wool:4, Yellow Quilted Wool
quark:quilted_wool:5, Lime Quilted Wool
quark:quilted_wool:6, Pink Quilted Wool
quark:quilted_wool:7, Gray Quilted Wool
quark:quilted_wool:8, Light Gray Quilted Wool
quark:quilted_wool:9, Cyan Quilted Wool
quark:quilted_wool:10, Purple Quilted Wool
quark:quilted_wool:11, Blue Quilted Wool
quark:quilted_wool:12, Brown Quilted Wool
quark:quilted_wool:13, Green Quilted Wool
quark:quilted_wool:14, Red Quilted Wool
quark:quilted_wool:15, Black Quilted Wool
quark:pickarang, item.pickarang.name
quark:arrow_ender, item.arrow_ender.name
quark:arrow_explosive, item.arrow_explosive.name
quark:arrow_torch, item.arrow_torch.name
quark:slime_bucket:0, Slime in a Bucket
quark:rune:0, White Rune
quark:rune:1, Orange Rune
quark:rune:2, Magenta Rune
quark:rune:3, Light Blue Rune
quark:rune:4, Yellow Rune
quark:rune:5, Lime Rune
quark:rune:6, Pink Rune
quark:rune:7, Gray Rune
quark:rune:8, Light Gray Rune
quark:rune:9, Cyan Rune
quark:rune:10, Purple Rune
quark:rune:11, Blue Rune
quark:rune:12, Brown Rune
quark:rune:13, Green Rune
quark:rune:14, Red Rune
quark:rune:15, Black Rune
quark:rune:16, Rainbow Rune
quark:black_ash, tile.black_ash.name
quark:ancient_tome, item.ancient_tome.name
quark:horse_whistle, item.horse_whistle.name
quark:soul_powder, item.soul_powder.name
quark:parrot_egg:0, Red Parrot Egg
quark:parrot_egg:1, Blue Parrot Egg
quark:parrot_egg:2, Green Parrot Egg
quark:parrot_egg:3, Cyan Parrot Egg
quark:parrot_egg:4, Gray Parrot Egg
quark:enderdragon_scale, item.enderdragon_scale.name
quark:glass_shards:0, Glass Shard
quark:glass_shards:1, White Glass Shard
quark:glass_shards:2, Orange Glass Shard
quark:glass_shards:3, Magenta Glass Shard
quark:glass_shards:4, Light Blue Glass Shard
quark:glass_shards:5, Yellow Glass Shard
quark:glass_shards:6, Lime Glass Shard
quark:glass_shards:7, Pink Glass Shard
quark:glass_shards:8, Gray Glass Shard
quark:glass_shards:9, Light Gray Glass Shard
quark:glass_shards:10, Cyan Glass Shard
quark:glass_shards:11, Purple Glass Shard
quark:glass_shards:12, Blue Glass Shard
quark:glass_shards:13, Brown Glass Shard
quark:glass_shards:14, Green Glass Shard
quark:glass_shards:15, Red Glass Shard
quark:glass_shards:16, Black Glass Shard
quark:chute, tile.chute.name
quark:sugar_block, tile.sugar_block.name
quark:redstone_randomizer, tile.redstone_randomizer.name
quark:iron_button, tile.iron_button.name
quark:gold_button, tile.gold_button.name
quark:ender_watcher, tile.ender_watcher.name
quark:iron_rod, tile.iron_rod.name
quark:color_slime:0, Red Slime Block
quark:color_slime:1, Blue Slime Block
quark:color_slime:2, Cyan Slime Block
quark:color_slime:3, Magenta Slime Block
quark:color_slime:4, Yellow Slime Block
quark:gravisand, tile.gravisand.name
quark:redstone_inductor, tile.redstone_inductor.name
quark:obsidian_pressure_plate, tile.obsidian_pressure_plate.name
quark:rain_detector, tile.rain_detector.name
quark:chain, item.chain.name
computercraft:computer:0, Computer
computercraft:computer:16384, Advanced Computer
computercraft:command_computer:0, Command Computer
computercraft:pocket_computer:0, Pocket Computer
computercraft:pocket_computer:0, Wireless Pocket Computer
computercraft:pocket_computer:0, Ender Pocket Computer
computercraft:pocket_computer:0, Noisy Pocket Computer
computercraft:pocket_computer:1, Advanced Pocket Computer
computercraft:pocket_computer:1, Advanced Wireless Pocket Computer
computercraft:pocket_computer:1, Advanced Ender Pocket Computer
computercraft:pocket_computer:1, Advanced Noisy Pocket Computer
computercraft:turtle_expanded:0, Turtle
computercraft:turtle_expanded:0, Mining Turtle
computercraft:turtle_expanded:0, Felling Turtle
computercraft:turtle_expanded:0, Melee Turtle
computercraft:turtle_expanded:0, Digging Turtle
computercraft:turtle_expanded:0, Farming Turtle
computercraft:turtle_expanded:0, Crafty Turtle
computercraft:turtle_expanded:0, Wireless Turtle
computercraft:turtle_expanded:0, Ender Turtle
computercraft:turtle_expanded:0, Noisy Turtle
computercraft:turtle_advanced:0, Advanced Turtle
computercraft:turtle_advanced:0, Advanced Mining Turtle
computercraft:turtle_advanced:0, Advanced Felling Turtle
computercraft:turtle_advanced:0, Advanced Melee Turtle
computercraft:turtle_advanced:0, Advanced Digging Turtle
computercraft:turtle_advanced:0, Advanced Farming Turtle
computercraft:turtle_advanced:0, Advanced Crafty Turtle
computercraft:turtle_advanced:0, Advanced Wireless Turtle
computercraft:turtle_advanced:0, Advanced Ender Turtle
computercraft:turtle_advanced:0, Advanced Noisy Turtle
computercraft:printout:0, Printed Page
computercraft:printout:1, Printed Pages
computercraft:printout:2, Printed Book
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:peripheral:0, Disk Drive
computercraft:peripheral:3, Printer
computercraft:peripheral:2, Monitor
computercraft:peripheral:4, Advanced Monitor
computercraft:peripheral:1, Wireless Modem
computercraft:peripheral:5, Speaker
computercraft:advanced_modem, Ender Modem
computercraft:cable:1, Wired Modem
computercraft:cable:0, Networking Cable
computercraft:wired_modem_full, tile.computercraft:wired_modem_full.name
compactmachines3:tunnel, Tunnel
compactmachines3:redstonetunnel, Redstone Tunnel
compactmachines3:wall, Solid Compact Machine Wall
compactmachines3:wallbreakable, Compact Machine Wall
compactmachines3:machine:0, Tiny Compact Machine
compactmachines3:machine:1, Small Compact Machine
compactmachines3:machine:2, Normal Compact Machine
compactmachines3:machine:3, Large Compact Machine
compactmachines3:machine:4, Giant Compact Machine
compactmachines3:machine:5, Maximum Compact Machine
compactmachines3:fieldprojector, Miniaturization Field Projector
compactmachines3:psd, Personal Shrinking Device
compactmachines3:tunneltool, Tunnel
